"Sample..Name","Area","IS.Area","Area..Ratio","Cal..Conc.","LOQ"
"Muscle_26-1","N/A",642735,"N/A","N/A",2.5
"Muscle_26-2","N/A",556206,"N/A","N/A",2.5
"Muscle_26-3","N/A",527671,"N/A","N/A",2.5
"Muscle_26-4","N/A",506715,"N/A","N/A",2.5
"Muscle_26-5","N/A",527778,"N/A","N/A",2.5
"Muscle_26-6","N/A",494758,"N/A","N/A",2.5
"Muscle_26-7","N/A",475327,"N/A","N/A",2.5
"Muscle_26-8","N/A",503443,"N/A","N/A",2.5
"Muscle_26-9","N/A",505507,"N/A","N/A",2.5
"Muscle_26-10","N/A",468932,"N/A","N/A",2.5
"Muscle_26-11","N/A",594744,"N/A","N/A",2.5
"Muscle_26-12","N/A",523820,"N/A","N/A",2.5
"Muscle_26-13","N/A",494795,"N/A","N/A",2.5
"Muscle_26-14","N/A",514305,"N/A","N/A",2.5
"Muscle_26-15","N/A",396617,"N/A","N/A",2.5
"Muscle_28-1","N/A",542654,"N/A","N/A",2.5
"Muscle_28-2","N/A",434756,"N/A","N/A",2.5
"Muscle_28-3","N/A",462349,"N/A","N/A",2.5
"Muscle_28-4","N/A",469699,"N/A","N/A",2.5
"Muscle_28-5","N/A",461981,"N/A","N/A",2.5
"Muscle_28-6","N/A",504236,"N/A","N/A",2.5
"Muscle_28-7","N/A",532616,"N/A","N/A",2.5
"Muscle_28-8","N/A",398875,"N/A","N/A",2.5
"Muscle_28-9","N/A",428583,"N/A","N/A",2.5
"Muscle_28-10","N/A",413374,"N/A","N/A",2.5
"Muscle_28-11","N/A",397851,"N/A","N/A",2.5
"Muscle_28-12","N/A",446720,"N/A","N/A",2.5
"Muscle_28-13","N/A",437092,"N/A","N/A",2.5
"Muscle_28-14","N/A",401572,"N/A","N/A",2.5
"Muscle_28-15","N/A",353601,"N/A","N/A",2.5
"Stomach_26-1","N/A",18998,"N/A","N/A",2.5
"Stomach_26-2","N/A",24355,"N/A","N/A",2.5
"Stomach_26-3","N/A",19217,"N/A","N/A",2.5
"Stomach_26-4","N/A",22230,"N/A","N/A",2.5
"Stomach_26-5","N/A",20200,"N/A","N/A",2.5
"Stomach_26-6","N/A",18452,"N/A","N/A",2.5
"Stomach_26-7","N/A",17575,"N/A","N/A",2.5
"Stomach_26-8","N/A",16697,"N/A","N/A",2.5
"Stomach_26-9","N/A",19602,"N/A","N/A",2.5
"Stomach_26-10","N/A",19737,"N/A","N/A",2.5
"Stomach_26-11","N/A",19873,"N/A","N/A",2.5
"Stomach_26-12","N/A",18618,"N/A","N/A",2.5
"Stomach_26-13","N/A",14892,"N/A","N/A",2.5
"Stomach_26-14","2863",15712,"0.18","3.11",2.5
"Stomach_26-15","N/A",18067,"N/A","N/A",2.5
"Stomach_28-1","N/A",18889,"N/A","N/A",2.5
"Stomach_28-2","N/A",17465,"N/A","N/A",2.5
"Stomach_28-3","N/A",18450,"N/A","N/A",2.5
"Stomach_28-4","N/A",17901,"N/A","N/A",2.5
"Stomach_28-5","N/A",16259,"N/A","N/A",2.5
"Stomach_28-6","N/A",24913,"N/A","N/A",2.5
"Stomach_28-7","4462",16331,"0.27","4.75",2.5
"Stomach_28-8","N/A",16916,"N/A","N/A",2.5
"Stomach_28-9","2217",16205,"0.14","BLOQ",2.5
"Stomach_28-10","N/A",14342,"N/A","N/A",2.5
"Stomach_28-11","N/A",14508,"N/A","N/A",2.5
"Stomach_28-12","N/A",15637,"N/A","N/A",2.5
"Stomach_28-13","N/A",12044,"N/A","N/A",2.5
"Stomach_28-14","N/A",14400,"N/A","N/A",2.5
"Stomach_28-15","N/A",17299,"N/A","N/A",2.5
"Liver_26-1","N/A",15936,"N/A","N/A",2.5
"Liver_26-2","N/A",8478,"N/A","N/A",2.5
"Liver_26-3","N/A",3558,"N/A","N/A",2.5
"Liver_26-4","N/A",7940,"N/A","N/A",2.5
"Liver_26-5","N/A",6650,"N/A","N/A",2.5
"Liver_26-6","N/A",3996,"N/A","N/A",2.5
"Liver_26-7","N/A",3392,"N/A","N/A",2.5
"Liver_26-8","N/A",7666,"N/A","N/A",2.5
"Liver_26-9","N/A",8185,"N/A","N/A",2.5
"Liver_26-10","N/A",2410,"N/A","N/A",2.5
"Liver_26-11","N/A",8377,"N/A","N/A",2.5
"Liver_26-12","N/A",3886,"N/A","N/A",2.5
"Liver_26-13","N/A",6516,"N/A","N/A",2.5
"Liver_26-14","N/A",1807,"N/A","N/A",2.5
"Liver_26-15","N/A",4491,"N/A","N/A",2.5
"Liver_28-1","N/A",4105,"N/A","N/A",2.5
"Liver_28-2","N/A",1642,"N/A","N/A",2.5
"Liver_28-3","N/A",3394,"N/A","N/A",2.5
"Liver_28-4","N/A",4599,"N/A","N/A",2.5
"Liver_28-5","N/A",5187,"N/A","N/A",2.5
"Liver_28-6","18530",7149,"2.59","40.28",2.5
"Liver_28-7","N/A",1753,"N/A","N/A",2.5
"Liver_28-8","N/A",7392,"N/A","N/A",2.5
"Liver_28-9","N/A",6682,"N/A","N/A",2.5
"Liver_28-10","N/A",7938,"N/A","N/A",2.5
"Liver_28-11","N/A",8409,"N/A","N/A",2.5
"Liver_28-12","N/A",2464,"N/A","N/A",2.5
"Liver_28-13","N/A",4327,"N/A","N/A",2.5
"Liver_28-14","N/A",7273,"N/A","N/A",2.5
"Liver_28-15","N/A",1477,"N/A","N/A",2.5
