"Sample..Name","Area","IS.Area","Area..Ratio","Cal..Conc.","LOQ"
"Liver_49-10",520549,4047,128.64,1944.01,5
"Liver_49-11",622950,2125,293.2,4429.87,5
"Liver_49-12",261425,9470,27.6,417.86,5
"Liver_49-13",520890,6239,83.49,1262.06,5
"Liver_49-14",264231,6082,43.44,657.12,5
"Liver_49-15",335931,10670,31.48,476.47,5
"Inksac_47-1",445724,574524,0.78,236.22,10
"Inksac_47-2",127419,606752,0.21,64.69,10
"Inksac_47-3",797264,544044,1.47,445.3,10
"Inksac_47-4",160576,527268,0.3,93.35,10
"Inksac_47-5",347415,490676,0.71,215.68,10
"Inksac_47-6",297715,472550,0.63,192.02,10
"Inksac_47-7",166108,446007,0.37,113.93,10
"Inksac_47-8",349509,450054,0.78,236.46,10
"Inksac_47-9",1036822,530412,1.95,593.64,10
"Inksac_47-10",532968,510351,1.04,317.62,10
"Inksac_47-11",243143,411803,0.59,180.02,10
"Inksac_47-12",179819,315731,0.57,173.69,10
"Inksac_47-13",205306,292851,0.7,213.56,10
"Inksac_47-14",214461,293424,0.73,222.6,10
"Inksac_47-15",784826,282089,2.78,844.49,10
"Inksac_49-1",187384,308966,0.61,184.89,10
"Inksac_49-2",234302,314297,0.75,227.03,10
"Inksac_49-3",173679,316022,0.55,167.64,10
"Inksac_49-4",213749,303513,0.7,214.53,10
"Inksac_49-5",219102,331646,0.66,201.31,10
"Inksac_49-6",183845,405632,0.45,138.43,10
"Inksac_49-7",599873,274730,2.18,662.99,10
"Inksac_49-8",143137,288375,0.5,151.5,10
"Inksac_49-9",130853,326033,0.4,122.7,10
"Inksac_49-10",23632,326601,0.07,22.96,10
"Inksac_49-11",193900,429969,0.45,137.74,10
"Inksac_49-12",123397,389435,0.32,97.09,10
"Inksac_49-13",61466,382666,0.16,49.72,10
"Inksac_49-14",66390,398703,0.17,51.51,10
"Inksac_49-15",179182,365235,0.49,149.75,10
