"Sample..Name","Area","IS.Area","Area..Ratio","Cal..Conc.","LOQ"
"Stomach_65-7","N/A",39420,"N/A","BLOQ",25
"Stomach_65-8","529700",40730,"13.00","254.30",25
"Stomach_65-9","N/A",44840,"N/A","BLOQ",25
"Stomach_65-10","217000",41830,"5.19","99.45",25
"Stomach_65-11","N/A",44620,"N/A","BLOQ",25
"Stomach_65-12","N/A",43690,"N/A","BLOQ",25
"Stomach_65-13","N/A",11880,"N/A","BLOQ",25
"Stomach_65-14","N/A",30930,"N/A","BLOQ",25
"Stomach_65-15","N/A",34760,"N/A","BLOQ",25
"Liver_60-1","2167008",17852,"121.38","2305.48",25
"Liver_60-2","4243003",9297,"456.38","8671.23",25
"Liver_60-3","8635557",7601,"1136.12","21587.71",25
"Liver_60-4","N/A",16521,"N/A","N/A",25
"Liver_60-5","2894559",9945,"291.06","5529.61",25
"Liver_60-6","7097168",8925,"795.17","15108.88",25
"Liver_60-7","N/A",23765,"N/A","N/A",25
"Liver_60-8","N/A",9413,"N/A","N/A",25
"Liver_60-9","1477368",9463,"156.12","2965.49",25
"Liver_60-10","4805287",7384,"650.77","12365.00",25
"Liver_60-11","2348190",9033,"259.97","4938.92",25
"Liver_60-12","3126288",9196,"339.95","6458.74",25
"Liver_60-13","8468566",6680,"1267.75","24088.91",25
"Liver_60-14","10865762",7225,"1503.84","28575.16",25
"Liver_60-15","N/A",7548,"N/A","N/A",25
"Liver_65-1","9160706",6291,"1456.22","27670.30",25
"Liver_65-2","12573965",6841,"1838.03","34925.51",25
"Liver_65-3","1435549",6615,"217.00","4122.41",25
"Liver_65-4","14614249",7492,"1950.70","37066.48",25
"Liver_65-5","N/A",6638,"N/A","N/A",25
"Liver_65-6","N/A",15878,"N/A","N/A",25
"Liver_65-7","N/A",7373,"N/A","N/A",25
"Liver_65-8","3894804",8249,"472.15","8970.75",25
"Liver_65-9","N/A",10952,"N/A","N/A",25
"Liver_65-10","N/A",10075,"N/A","N/A",25
"Liver_65-11","754281",8651,"87.19","1655.69",25
"Liver_65-12","N/A",8761,"N/A","N/A",25
"Liver_65-13","N/A",8101,"N/A","N/A",25
"Liver_65-14","N/A",24062,"N/A","N/A",25
"Liver_65-15","N/A",7552,"N/A","N/A",25
"Inksac_60-1","49265",55869,"0.88","15.35",5
"Inksac_60-3","37971",54258,"0.70","12.12",5
"Inksac_60-4","150495",49360,"3.05","53.84",5
"Inksac_60-5","99106",45390,"2.18","38.47",5
"Inksac_60-6","32893",46100,"0.71","12.37",5
"Inksac_60-7","605397",43798,"13.82","245.15",5
"Inksac_60-9","90303",48344,"1.87","32.87",5
"Inksac_60-10","37957",46483,"0.82","14.20",5
"Inksac_60-12","234595",41826,"5.61","99.30",5
"Inksac_60-14","100251",40516,"2.47","43.63",5
"Inksac_65-15","26301",48975,"0.54","9.23",5
"Inksac_65-1","46017",40793,"1.13","19.73",5
"Inksac_65-2","N/A",45088,"N/A","N/A",5
"Inksac_65-3","N/A",22160,"N/A","N/A",5
"Inksac_65-4","45486",39364,"1.16","20.21",5
"Inksac_65-5","41156",39032,"1.05","18.42",5
"Inksac_65-6","N/A",39034,"N/A","N/A",5
"Inksac_65-8","12981",45441,"0.29","BLOQ",5
"Inksac_65-10","11294",39036,"0.29","BLOQ",5
"Inksac_65-11","22031",36736,"0.60","10.34",5
"Inksac_65-12","68562",45932,"1.49","26.20",5
"Inksac_65-13","N/A",37666,"N/A","N/A",5
"Inksac_65-14","460683",33182,"13.88","246.24",5
"Inksac_65-15","466641",41085,"11.36","201.39",5
